store,description,market,parent,capacity,maxReleaseOrderPerDay,supplyOffsetQuantity,isDefault,status,preferred,type,inventoryAvailableToSell,rollupInventory,longitude,state,country,city,address,postalCode,latitude
4237,Brewdis Brewery #4237,US,4237,25,25,0,N,A,N,S,Y,Y,-115.506579,CA,US,CALEXICO,888 W 2nd Street,92231,32.666119
562,Brewdis #562,US,562,25,125,0,N,A,N,S,Y,Y,,IL,US,EVANSTON,1706 SHERMAN AVE,60201,
8220,SQAle #8220,US,8220,20,20,0,N,A,N,S,Y,Y,,MN,US,MINNEAPOLIS,80 S 8th St,55402-2113,
2181,Hip Hops #2181,US,2181,1000,15,0,N,A,N,S,N,N,,,,,,,
2409,Brewdis #2409,US,2409,25,125,0,N,A,N,S,Y,Y,,NY,US,CHEEKTOWAGA,1 GALLERIA DR,14225-5134,
1069,Store #1069,CA,1069,30,30,0,N,A,N,S,N,N,,,,,,,
6581,House of Brews #6581,US,6581,65,65,3,N,A,N,S,Y,Y,,MN,US,MANKATO,1901 E MADISON AVE,56001,
3451,House of Brews #3451,US,3451,65,65,3,N,A,N,S,Y,Y,,WA,US,LAKEWOOD,5810 Lakewood Towne Center Blvd SW,98499-6514,
1498,Gap1498,US,1498,50,150,3,N,A,N,S,Y,Y,-77.117204,MD,US,North Bethesda,11820 Grand Park Avenue,20852,39.04989
6454,House of Brews #6454,US,6454,0,65,3,N,O,N,S,N,N,,AL,US,HOMEWOOD,146 WILDWOOD PARKWAY,35209,
4276,Store #4276,CA,4276,25,25,3,N,A,N,S,Y,Y,-79.383759,ON,CA,TORONTO,100 King Street West,M5X 1B5,43.648731
9180,Store #9180,CA,9841,25,25,2,N,O,N,S,N,Y,-79.284597,ON,CA,MARKHAM,5000 Highway 7,L3R 4M9,43.867223
5486,House of Brews#5486,CA,5486,30,30,3,N,A,N,S,Y,Y,-79.223395,ON,CA,ST. CATHARINE'S,221 Glendale Avenue,L2T2K9,43.133943
5482,House of Brews #5482,US,5482,65,65,3,N,O,N,S,N,N,,WI,US,MILWAUKEE,9094 N Green Bay Rd,53209-1205,
5462,House of Brews#5462,CA,5462,30,30,3,N,A,N,S,Y,Y,-79.7102,ON,CA,MISSISSAUGA,5100 Erin Mills Parkway,L5M4Z5,43.561
5911,House of Brews #5911,US,5911,65,65,3,N,O,N,S,N,N,,CA,US,GLENDALE,106 S BRAND BLVD,91204,
3400,House of Brews #3400,US,3400,0,30,0,N,O,N,S,N,N,,,,,,,
7709,Brewdis Brewery #7709,US,7709,45,45,0,N,A,N,S,Y,Y,-115.157011,NV,US,LAS VEGAS,795 Grand Central Parkway,89106,36.163595
4639,SQAle #4639,US,4639,30,15,0,N,A,N,S,Y,Y,-110.930113,AZ,US,TUCSON,2905 SKYLINE DRIVE,85718,32.324742
8252,SQAle #8252,US,8252,30,30,3,N,A,N,S,Y,Y,,CA,US,PLEASANTON,2201 Stoneridge Mall SPACE #C201,94588,
3508,House of Brews #3508,US,3508,65,65,3,N,A,N,S,Y,Y,,NY,US,DEWITT,3401 ERIE BLVD EAST,13214,
7359,Brewdis #7359,US,7359,30,30,3,N,O,N,S,N,N,,CA,US,SAN DIEGO,7007 Friars Rd,92108-1148,
1410,Brewdis #1410,US,1410,50,25,0,N,O,N,S,N,N,,MD,US,ANNAPOLIS,1735 ANNAPOLIS MALL,21401-3099,
1573,SQAle Brewery #1573,US,1573,30,30,0,N,A,N,S,Y,Y,-71.079025,MA,US,SOMERVILLE,599 Assembly Row,2145,42.39367
7732,Brewdis Brewery #7732,US,7732,15,15,0,N,A,N,S,Y,Y,-124.010563,OR,US,LINCOLN CITY,1500 SE East Devils Lake Road,97367,44.958721
1027,Brewdis #1027,US,1027,25,125,0,N,A,N,S,Y,Y,,VA,US,ARLINGTON,1100 S HAYES ST,22202-4907,
4592,House of Brews#4592,US,4592,65,30,0,N,A,N,S,Y,Y,-75.106474,MD,US,OCEAN CITY,12741 Ocean Gateway,21842,38.337998
4022,BR 4022,JP,4022,20,20,0,N,O,N,S,N,N,130.400278,40,JP,Fukuoka-shi,2-4-29 Tenjin,810-0001,33.584306
1546,Brewdis #1546,US,1546,50,250,0,N,A,N,S,Y,Y,,TX,US,BROWNSVILLE,2370 N EXPRESSWAY,78526-1606,
9479,Brewdis#9479,US,2240,30,30,0,N,A,N,S,Y,Y,-71.052905,MA,US,BOSTON,200 STATE ST,2109,42.359727
3955,Brewdis 3955,JP,3755,10,10,1,N,A,N,S,Y,Y,132.7175,38,JP,Iyo-gun,850,791-3120,33.7842
3421,House of Brews #3421,US,3421,65,45,3,N,A,N,S,Y,Y,,IN,US,SOUTH BEND,1290 E IRELAND RD,46614-3449,
9808,Store #9808,CA,9808,25,25,0,N,A,N,S,Y,Y,-123.1166,BC,CA,VANCOUVER,650 West 41st Avenue,V5Z 2M9,49.232577
8223,SQAle #8223,US,8223,15,15,0,N,A,N,S,Y,Y,,NY,US,ROCHESTER,Market Place Mall,14623,
6132,ON6132,US,6132,65,45,3,N,A,N,S,Y,Y,-86.436973,FL,US,DESTIN,4439 COMMONS DRIVE EAST,32541,30.388165
1494,Brewdis #1494,US,1494,50,150,3,N,A,N,S,Y,Y,-90.157376,LA,US,METAIRIE,3301 VETERANS MEMORIAL BLVD,70002,30.006112
5682,House of Brews #5682,US,5682,65,65,3,N,A,N,S,Y,Y,,PA,US,WARMINSTER,976 WEST STREET ROAD,18974,
9573,Brewdis #9573,US,9573,30,150,0,N,A,N,S,Y,Y,,NY,US,STATEN ISLAND,2655 RICHMOND AVENUE,10314,
7193,House of Brews#7193,US,7193,25,30,0,N,A,N,S,Y,Y,-97.325445,TX,US,FORT WORTH,2265 Porter Creek Dr,76177,32.899652
3907,Brewdis 3907,JP,3907,30,30,1,N,A,N,S,N,N,137.654,22,JP,Hamamatsu-shi,5605,432-8066,34.6935
3848,Brewdis 3848,JP,3848,30,30,1,N,O,N,S,N,N,,11,JP,Shiki-shi,Marui family Shiki  2F,353-0004,
6773,SQAle #6773,US,6773,25,25,3,N,A,N,S,Y,Y,-83.66884,MO,US,ST LOUIS,80 WEST COUNTY CENTER,63131,41.369462
5214,House of Brews #5214,US,5214,65,45,3,N,A,N,S,Y,Y,,FL,US,JACKSONVILLE,13221 CITY STATION DRIVE,32218,
9444,Brewdis #9444,US,515,30,150,0,N,A,N,S,Y,Y,,IL,US,ORLAND PARK,460 ORLAND SQUARE DR,60462-3215,
8083,SQAle #8083,US,8083,25,25,0,N,A,N,S,Y,Y,,VA,US,McLean,7937 Tysons Corner Ctr,22102,
8432,SQAle #8432,US,8432,50,50,0,N,O,N,S,N,N,-73.996328,NY,US,NEW YORK,17 WEST 34TH STREET,10001,40.750422
5872,House of Brews #5872,US,5872,0,30,0,N,A,N,S,N,N,,,,,,,
6236,House of Brews#6236,US,6236,65,65,3,N,A,N,S,Y,Y,-91.061173,LA,US,BATON ROUGE,10509 S MALL DR,70809,30.373204
6431,House of Brews #6431,US,6431,65,65,3,N,A,N,S,Y,Y,,IN,US,TERRE HAUTE,3360 US HWY 41 SOUTH,47802,
6812,Brewdis #6812,US,6812,30,30,0,N,O,N,S,N,N,,TN,US,MURFREESBORO,1720 Old Fort Parkway,37129,
6508,House of Brews #6508,US,6508,0,45,3,N,O,N,S,N,N,,CA,US,EL CENTRO,524 DANENBERG RD,92243,
4146,SQAle #4146,US,4146,30,15,0,N,A,N,S,Y,Y,-122.405113,CA,US,SAN FRANCISCO,256 GRANT AVE,94108,37.789458
4517,House of Brews#4517,US,4517,45,45,3,N,A,N,S,Y,Y,-117.066334,CA,US,ESCONDIDO,230 E VIA RANCHO PARKWAY,92025,33.068518
3641,Brewdis 3641,JP,3641,44,44,1,N,A,N,S,Y,Y,139.7775,13,JP,Koto-ku,1-7-1,135-0091,35.624889
636,Brewdis #636,US,636,25,125,0,N,A,N,S,Y,Y,,PA,US,ARDMORE,100 COULTER AVE,19003,
3091,House of Brews#3091,US,3091,45,30,0,N,A,N,S,Y,Y,-96.789894,TX,US,PROSPER,1041 S. Preston Road,75078,33.236038
8482,SQAle #8482,US,8482,45,115,0,N,A,N,S,Y,Y,,OR,US,Portland,710 SW Yamhill St,97205-3001,
3614,Brewdis 3614,JP,3614,88,88,1,N,O,N,S,N,N,139.7025,13,JP,Shibuya-ku,19-3,150-0042,35.658528
8205,SQAle #8205,US,8205,20,20,0,N,A,N,S,Y,Y,,MD,US,ANNAPOLIS,26 ANNAPOLIS MALL,21401,
2936,House of Brews#2936,CA,2936,25,30,0,N,A,N,S,Y,Y,-73.612719,QC,CA,LASALLE,7077 BOULEVARD NEWMAN,H8N 1X1,45.447911
1418,Brewdis #1418,US,1418,30,90,0,N,A,N,S,Y,Y,,MD,US,BALTIMORE,200 E. Pratt St.,21202,
6543,House of Brews#6543,US,6543,65,65,3,N,A,N,S,Y,Y,-91.437732,WI,US,EAU CLAIRE,4800 GOLF RD,54701,44.774742
3179,SQAle #3179,US,3179,30,30,0,N,A,N,S,Y,Y,,PA,US,CENTER VALLEY,2090 CENTER VALLEY PARKWAY,18034,
2548,Brewdis Brewery #2548,US,2548,25,25,0,N,A,N,S,Y,Y,-84.944794,GA,US,COLUMBUS,5555 Whittlesey Boulevard,31909,32.546904
150,Brewdis #150,US,150,75,375,0,N,A,N,S,Y,Y,-122.416582,CA,US,San Francisco,890 Market St,94102,37.779278
2909,Brewdis #2909,US,2909,30,30,0,N,O,N,S,N,N,,WI,US,EAU CLAIRE,4800 Golf Road,54701,
5504,House of Brews #5504,US,5504,45,45,3,N,A,N,S,Y,Y,,WI,US,PLEASANT PRAIRE,11211 120TH AVE,53158,
5929,House of Brews #5929,US,5929,65,65,3,N,A,N,S,Y,Y,,NC,US,GASTONIA,3692 E FRANKLIN BLVD,28056,
5585,House of Brews #5585,US,5585,65,65,3,N,A,N,S,Y,Y,,CA,US,CONCORD,1975 Diamond Blvd,94520-5792,
1562,SQAle Brewery #1562,US,1562,15,15,0,N,A,N,S,N,N,-156.681194,HI,US,LAHAINA,900 Front Street,96761,20.877584
3990,ON3990,US,3990,65,45,3,N,A,N,S,Y,Y,,TX,US,PLANO,2400 PRESTON ROAD,75093,
6062,House of Brews#6062,US,6062,65,65,3,N,A,N,S,Y,Y,-80.158509,FL,US,HOLLYWOOD,3801 OAKWOOD BLVD,33020,26.04462
1049,SQAle Brewery #1049,US,1049,60,60,0,N,A,N,S,Y,Y,-121.842212,CA,US,LIVERMORE,2990 Livermore Outlets Drive,94551,37.700854
5162,House of Brews #5162,US,5162,65,65,3,N,A,N,S,Y,Y,,FL,US,PENSACOLA,5100 N 9TH AVE,32504,
6120,House of Brews #6120,US,6120,65,65,3,N,A,N,S,Y,Y,,PA,US,PENNSDALE,300 Lycoming Mall Circle,17756,
6457,House of Brews #6457,US,6457,65,65,3,N,A,N,S,Y,Y,,IA,US,DAVENPORT,4014 E 53RD ST,52807,
264,Brewdis #264,US,264,50,250,0,N,A,N,S,Y,Y,,CA,US,HUNTINGTON BEACH,18681 Main Street,92648,
7217,House of Brews#7217,US,7217,65,30,0,N,A,N,S,Y,Y,-71.962018,CT,US,MASHANTUCKET,455 TROLLEY LINE BLVD,6338,41.47634
1775,Brewdis Brewery #1775,US,1775,15,15,0,N,A,N,S,Y,Y,-86.596291,AL,US,LEEDS,6200 Grand River Boulevard E,35094,33.54876
660,Brewdis #660,US,660,50,50,0,N,O,N,S,N,N,,PA,US,PLYMOUTH MEETING,2510 Chemical Rd,19462-1729,
7757,Brewdis Brewery #7757,US,7757,35,35,0,N,A,N,S,Y,Y,-83.569914,TN,US,SEVIERVILLE,1645 Parkway,37862,35.834042
4108,Brewdis #4108,US,4108,50,50,0,N,O,N,S,N,N,,NY,US,ITHACA,40 CATHERWOOD RD,14850-1056,
5764,House of Brews #5764,US,5764,0,30,0,N,O,N,S,N,N,,,,,,,
6042,House of Brews#6042,US,6042,65,65,3,N,A,N,S,Y,Y,-92.416948,AR,US,LITTLE ROCK,12801 CHENAL PKWY,72211,34.753905
6584,House of Brews#6584,US,6584,65,65,3,N,A,N,S,Y,Y,-84.249625,FL,US,TALLAHASSEE,1654 GOVERNORS SQUARE BLVD,32301,30.437785
248,Brewdis #248,US,248,30,15,0,N,O,N,S,N,N,,CA,US,SANTA ANA,2800 N Main St,92705-6607,
2416,Brewdis Brewery #2416,US,2416,35,35,0,N,A,N,S,Y,Y,-118.310787,CA,US,BURBANK,301 N San Fernando Boulevard,91502,34.182344
3310,House of Brews#3310,CA,3310,30,30,3,N,A,N,S,Y,Y,-79.028543,ON,CA,AJAX,20 Kingston Road West,L1T4K8,43.860677
5171,House of Brews#5171,US,5171,45,65,3,N,A,N,S,Y,Y,-117.893531,CA,US,ORANGE,20 CITY BLVD W,92868,33.784829
9756,Brewdis#9756,US,638,30,30,0,N,A,N,S,Y,Y,-75.166567,PA,US,PHILADELPHIA,1510 Walnut Street,19102,39.949316
6745,SQAle #6745,US,6745,20,20,0,N,A,N,S,Y,Y,,CA,US,SAN LUIS OBISPO,900 HIGUERA STREET,93406,
7036,Brewdis #7036,US,7036,40,200,0,N,A,N,S,Y,Y,-81.406142,FL,US,Orlando,4200 CONROY RD,32839,28.489931
9881,Store #9881,CA,9881,25,25,0,N,O,N,S,Y,Y,-83.003556,ON,CA,WINDSOR,3100 HOWARD AVE,N8X 3Y8,42.27467
8239,SQAle #8239,US,8239,20,30,3,N,A,N,S,Y,Y,,TN,US,KNOXVILLE,7600 KINGSTON PIKE SPACE# 1196,37919,
3976,House of Brews#3976,US,3976,65,65,3,N,A,N,S,Y,Y,-97.109502,TX,US,ARLINGTON,4001 ARLINGTON HIGHLANDS BLVD.,76018,32.680475
7620,Brewdis Brewery #7620,US,7620,15,15,0,N,A,N,S,Y,Y,-94.248515,MO,US,BLUE SPRINGS,1030 NE Coronado Drive,64014,39.025218
5945,House of Brews#5945,US,5945,45,65,3,N,A,N,S,Y,Y,-73.769866,NY,US,WHITE PLAINS,100 Main Street,10601,41.031432
6372,BR #6372,US,6372,15,15,3,N,A,N,S,Y,Y,-73.967638,NY,US,CLARKSTOWN,75 WEST ROUTE 59,10954,41.092619
5017,House of Brews #5017,US,5017,0,65,3,N,O,N,S,N,N,,PA,US,PITTSBURGH,1000 ROSS PARK MALL DRIVE,15237,
9138,Store #9138,CA,9138,30,30,0,N,A,N,S,N,N,,,,,,,
8979,Brewdis #8979,US,8979,30,30,0,N,O,N,S,N,N,,OK,US,OKLAHOMA CITY,2501 West Memorial Road,73134,
3719,Brewdis 3719,JP,3719,15,15,1,N,A,N,S,Y,Y,130.877556,40,JP,Kitakyusyu-shi,1-1-1,803-0812,33.882694
6085,House of Brews #6085,US,6085,65,65,3,N,A,N,S,Y,Y,,NC,US,JACKSONVILLE,1250 WESTERN BLVD,28546-6748,
4851,Store #4851,CA,4851,25,25,0,N,A,N,S,Y,Y,,AB,CA,BANFF,317 CASCADE PLAZA,T1L 1E3,
9660,Brewdis#9660,US,1515,50,50,0,N,O,N,S,Y,Y,-96.82168,TX,US,DALLAS,13250 Dallas Parkway,75240,32.936153
840,House of Brews #840,US,840,65,65,3,N,A,N,S,Y,Y,,LA,US,LAFAYETTE,119 Tucker Dr,70503-5328,
5161,House of Brews #5161,US,5161,90,90,3,N,A,N,S,Y,Y,,FL,US,MIAMI,7220 N KENDALL DR,33156-7822,
4791,Hip Hops #4791,US,4791,15,15,0,N,A,N,S,N,N,,,,,,,
312,Brewdis #312,US,312,25,125,0,N,A,N,S,Y,Y,,CA,US,ESCONDIDO,200 E. VIA RANCHO PKWY.,92025,
4906,Hip Hops #4906,US,4906,30,30,0,N,A,N,S,Y,Y,,OH,US,BEACHWOOD,26300 CEDAR ROAD,44122,
3931,Brewdis 3931,JP,3931,30,30,1,N,O,N,S,N,N,,22,JP,Shizuoka-shi,Shizuoka Isetan 7F,420-0031,
6070,House of Brews#6070,US,6070,45,45,3,N,A,N,S,Y,Y,-80.274053,WV,US,BRIDGEPORT,2740 MEADOWBROOK MALL,26330,39.314524
7733,Brewdis Brewery #7733,US,7733,25,25,0,N,A,N,S,Y,Y,-72.954597,NY,US,BELLPORT,10 Farber Drive,11713,40.78952
886,Brewdis 886,JP,886,30,30,1,N,A,N,S,N,N,,13,JP,Toshima-ku,Ikebukuro Tobu Hyakkaten 1/2F,171-8512,
8981,Brewdis #8981,US,8981,30,150,0,N,A,N,S,Y,Y,,TX,US,MCALLEN,2200 South 10th Street,78503,
5032,House of Brews #5032,US,5032,65,65,3,N,A,N,S,Y,Y,,AL,US,TUSCALOOSA,15TH STREET E. AND MCFARLAND BLVD.,35405,
4905,Hip Hops #4905,US,4905,30,30,0,N,A,N,S,Y,Y,-84.249506,GA,US,Alpharetta,6120 Avalon Blvd,30009,34.0648482
1554,SQAle Brewery #1554,US,1554,45,45,0,N,A,N,S,Y,Y,-93.168043,MN,US,EAGAN,3925 Eagan Outlets Parkway,55122,44.825699
8052,SQAle #8052,US,8052,80,75,0,N,A,N,S,Y,Y,,TX,US,DALLAS,13350 DALLAS PARKWAY SUITE 2010,75240,
2339,Brewdis #2339,US,2339,50,50,0,N,O,N,S,N,N,,CT,US,WILTON,21 RIVER ROAD,6897,
4837,House of Brews#4837,US,4837,65,65,0,N,A,N,S,Y,Y,-75.154841,PA,US,WYNCOTE,2401 Cheltenhame Ave,19095,40.072657
5834,House of Brews#5834,US,5834,65,65,3,N,A,N,S,Y,Y,-77.04974,VA,US,ALEXANDRIA,3621 JEFFERSON DAVIS HWY,22305,38.837998
4852,Store #4852,CA,4852,25,25,0,N,A,N,S,Y,Y,-79.441887,ON,CA,NORTH BAY,1500 Fisher Street,P1B 2H3,46.313215
3198,SQAle #3198,US,3198,15,15,0,N,O,N,S,N,N,,AL,US,HUNTSVILLE,330 THE BRIDGE ST STE 100,35806,
3188,SQAle #3188,US,3188,30,30,0,N,O,N,S,N,N,,VA,US,NEWPORT NEWS,704 MARINERS ROW SUITE 106,23606,
7079,SQAle #7079,US,7079,30,30,0,N,A,N,S,Y,Y,-83.42859,IL,US,Northbrook,1074 Northbrook Ct,60062,42.294868
3753,Brewdis 3753,JP,3753,754,754,1,Y,A,N,S,Y,Y,139.7061,13,JP,Shibuya-ku,1-14-27,150-0001,35.6669
7059,Brewdis Brewery #7059,US,7059,45,45,0,N,A,N,S,Y,Y,-73.986652,NY,US,BROOKLYN,400 Fulton Street,11201,40.691175
5642,House of Brews #5642,US,5642,0,30,0,N,O,N,S,N,N,,,,,,,
3803,House of Brews #3803,US,3803,65,45,3,N,A,N,S,Y,Y,,TX,US,BURLESON,12868 SOUTH FREEWAY,76028,
1981,Brewdis Brewery #1981,US,1981,35,35,0,N,A,N,S,Y,Y,-88.275426,IL,US,AURORA,1650 Premium Outlet Boulevard,60502,41.799341
7130,Brewdis #7130,US,7130,25,25,0,N,O,N,S,N,N,,NJ,US,JERSEY CITY,30 MALL DRIVE W,7310,
3190,SQAle #3190,US,3190,30,30,0,N,O,N,S,N,N,,IL,US,BURR RIDGE,COUNTY LINE RD & BURR RIDGE PARKWAY,60527,
6329,Brewdis #6329,US,6329,60,300,0,N,O,N,S,Y,Y,-81.807056,FL,US,Naples,5495 TAMIAMI TRAIL N,34108,26.241595
5440,House of Brews#5440,US,5440,25,30,0,N,A,N,S,N,N,-155.063274,HI,US,HILO,111 EAST PUAINAKO STREET,96720,19.697255
6558,House of Brews #6558,US,6558,65,65,3,N,A,N,S,Y,Y,,NC,US,CARY,330 CROSSROADS BLVD,27511,
1908,SQAle Brewery #1908,US,1908,15,15,0,N,A,N,S,Y,Y,-81.972131,FL,US,SANIBEL,20350 Summerlin Road,33908,26.4947
5163,House of Brews#5163,US,5163,65,65,3,N,A,N,S,Y,Y,-81.871787,FL,US,FORT MYERS,5007 S CLEVELAND AVE,33907,26.58832
9199,Store #9199,CA,9885,25,25,2,N,O,N,S,Y,N,-71.279007,QC,CA,STE. FOY,2450 Blvd. Laurier,G1V 2L1,46.773548
5116,House of Brews #5116,US,5116,65,45,3,N,A,N,S,Y,Y,,FL,US,ORANGE PARK,1910 WELLS ROAD,32073,
5455,House of Brews#5455,CA,5455,30,30,3,N,A,N,S,Y,Y,-80.324752,ON,CA,CAMBRIDGE,70 Pinebush Road,N1R8K5,43.408785
5316,House of Brews#5316,US,5316,45,45,3,N,A,N,S,Y,Y,-92.226749,AR,US,NORTH LITTLE ROCK,3929 MCCAIN BLVD,72116,34.792986
6186,House of Brews#6186,US,6186,45,45,3,N,A,N,S,Y,Y,-97.505396,TX,US,BROWNSVILLE,2780 PABLO KISEL BLVD,78526,25.963202
3751,SQAle #3751,US,3751,25,25,3,N,A,N,S,Y,Y,-71.032088,MA,US,Lynnfield,1515 Market Street,1940,42.515005
6145,ON6145,US,6145,65,65,3,N,A,N,S,Y,Y,-118.35288,CA,US,TORRANCE,21450 HAWTHORNE BLVD,90503,33.833956
7025,Brewdis #7025,US,7025,60,60,0,N,O,N,S,N,N,,NY,US,MIDDLETOWN,1 N Galleria Dr,10941-3006,
9869,Store #9869,CA,9869,50,25,0,N,O,N,S,Y,Y,-73.612797,QC,CA,MONTREAL,7077 NEWMAN BLVD,H8N 1X1,45.44708
4633,SQAle #4633,US,4633,30,15,0,N,A,N,S,Y,Y,-111.884881,UT,US,Murray,6191 State St,84107,40.635016
5390,House of Brews #5390,US,5390,65,65,3,N,A,N,S,Y,Y,,MA,US,NORTH DARTMOUTH,130 N DARTMOUTH MALL,2747,
4570,House of Brews#4570,US,4570,65,30,0,N,A,N,S,Y,Y,-111.602809,AZ,US,Mesa,1850 S Signal Butte Rd,85209,33.381566
7724,Brewdis Brewery #7724,US,7724,35,35,0,N,A,N,S,Y,Y,-116.817089,CA,US,CABAZON,48400 Seminole Drive,92230,33.930007
3295,House of Brews#3295,US,3295,65,65,3,N,A,N,S,Y,Y,-117.283863,CA,US,RIVERSIDE,2650 Canyon Springs Parkway,92507,33.941863
7063,SQAle #7063,US,7063,30,30,0,N,A,N,S,Y,Y,-71.177759,MA,US,Dedham,540 Legacy Place,2026,42.233137
9164,Store #9164,CA,9866,25,25,3,N,O,N,S,Y,N,-97.109089,MB,CA,WINNIPEG,1225 St. Mary''s Rd,R2M 5E5,49.827927
8224,SQAle #8224,US,8224,20,30,3,N,A,N,S,Y,Y,,MA,US,PEABODY,210 ANDOVER ST,01960-1647,
5753,House of Brews #5753,US,5753,65,65,3,N,A,N,S,Y,Y,,CA,US,REDWOOD CITY,1101 EL CAMINO REAL,94063,
9848,Store #9848,CA,9848,25,25,0,N,A,N,S,Y,Y,-79.480368,ON,CA,NEWMARKET,17600 Yonge Street,L3Y 4Z1,44.05492
3153,SQAle #3153,US,3153,45,115,0,N,A,N,S,Y,Y,-115.40521,NV,US,LAS VEGAS,3200 Las Vegas Blvd,89109,35.989223
6077,House of Brews#6077,US,6077,65,65,3,N,A,N,S,Y,Y,-84.444928,OH,US,CINCINNATI,2695 EDMONDSON RD,45209,39.149239
3979,House of Brews#3979,CA,3979,25,25,0,N,A,N,S,Y,Y,-122.381191,BC,CA,ABBOTSFORD,3122 Mount Lehman Road,V2T5M1,49.062792
6217,House of Brews #6217,US,6217,65,65,3,N,A,N,S,Y,Y,,MO,US,MEHLVILLE,4498 LEMAY FERRY RD,63129,
7801,Brewdis #7801,US,7801,30,150,0,N,A,N,S,Y,Y,-96.780065,SD,US,Sioux Falls,550 W EMPIRE MALL,57106,43.529244
521,Brewdis #521,US,521,25,125,0,N,A,N,S,Y,Y,,IL,US,SCHAUMBURG,5 WOODFIELD MALL,60173-5012,
280,Brewdis #280,US,280,25,25,0,N,O,N,S,N,N,,CA,US,VENTURA,3301 East Main St.,93003,
8119,SQAle #8119,US,8119,25,25,3,N,A,N,S,Y,Y,-80.79076,NC,US,CHARLOTTE,4400 Sharon Rd.,28211,35.169586
8180,SQAle #8180,US,8180,20,20,0,N,A,N,S,Y,Y,-77.153801,MD,US,BETHESDA,7101 DEMOCRACY BLVD,20817,38.989586
5898,House of Brews#5898,US,5898,65,45,3,N,A,N,S,Y,Y,-97.803569,TX,US,CEDAR PARK,11066 PECAN PARK BLVD,78613,30.468536
1042,Brewdis Brewery #1042,US,1042,35,35,0,N,A,N,S,Y,Y,-122.30345,CA,US,NAPA,629 Factory Stores Drive,94558,38.295471
9004,Brewdis #9004,US,9004,30,30,0,N,O,N,S,N,N,,TX,US,SAN ANTONIO,849 East Commerce Street,78205,
3785,House of Brews #3785,US,3785,65,65,3,N,A,N,S,Y,Y,,ME,US,BANGOR,480 Stillwater Avenue,4401,
7783,Brewdis Brewery #7783,US,7783,25,25,0,N,A,N,S,Y,Y,-76.921471,NY,US,WATERLOO,655 State Route 318,13165,42.956584
6700,House of Brews #6700,US,6700,65,65,3,N,A,N,S,Y,Y,,IL,US,TINLEY PARK,7410 WEST 191st STREET,60477,
3957,Brewdis 0884,JP,3757,10,10,1,Y,A,N,S,Y,Y,138.389812,22,JP,Shizuoka-shi,1-1,420-8508,34.97797
8257,SQAle #8257,US,8257,30,40,0,N,A,N,S,Y,Y,-86.885987,TN,US,NASHVILLE,2126 ABBOTT MARTIN RD.,37215,36.086531
1438,SQAle Brewery #1438,US,1438,15,15,0,N,A,N,S,Y,Y,-71.959587,CT,US,Mashantucket,455 Trolley Line Boulevard,6338,41.474049
6040,House of Brews #6040,US,6040,45,45,3,N,A,N,S,Y,Y,,OK,US,STILLWATER,619 N MAIN ST,74075,
6532,House of Brews #6532,US,6532,0,65,3,N,O,N,S,N,N,,KS,US,OLATHE,15290 W 119TH ST,66062,
6166,House of Brews#6166,US,6166,45,45,3,N,A,N,S,Y,Y,-111.988553,ID,US,IDAHO FALLS,2300 E 17TH ST,83404,43.478909
5466,House of Brews #5466,US,5466,45,45,3,N,A,N,S,Y,Y,,TX,US,HOUSTON,580 GULFGATE CENTER,77087,
7762,Brewdis Brewery #7762,US,7762,15,15,0,N,A,N,S,Y,Y,-97.005283,TX,US,HILLSBORO,104 I-35 Highway NE,76645,32.089528
5045,House of Brews #5045,US,5045,65,65,3,N,A,N,S,Y,Y,,GA,US,CALHOUN,455 BELWOOD RD SE,30701,
6138,House of Brews#6138,US,6138,45,45,3,N,A,N,S,Y,Y,-95.811998,TX,US,KATY,5000 KATY MILLS CIRCLE,77494,29.776307
5856,House of Brews #5856,US,5856,0,65,3,N,O,N,S,N,N,,AL,US,BIRMINGHAM,309 SUMMIT BLVD,35243,
8500,SQAle #8500,US,8500,15,15,0,N,O,N,S,N,N,,CA,US,BAKERSFIELD,2701 MING AVENUE,93304,
6783,House of Brews #6783,US,6783,45,45,3,N,A,N,S,Y,Y,,NY,US,MONROE,128 BAILEY FARM ROAD,10950,
7463,Brewdis #7463,US,7463,30,30,0,N,A,N,S,N,N,,AK,US,ANCHORAGE,800 East Dimond Blvd.,99515,
7146,Brewdis #7146,US,7146,25,25,0,N,O,N,S,N,N,,NJ,US,JERSEY CITY,30 Mall Drive W,7310,
8237,SQAle #8237,US,8237,20,20,0,N,A,N,S,Y,Y,,CA,US,BREA,2018 BREA MALL SPACE 2016,92821,
3385,House of Brews #3385,US,3385,0,30,0,N,A,N,S,N,N,,,,,,,
6935,BR6935,US,6935,100,100,3,N,O,N,S,N,N,-66.02563,PR,US,San Juan,1000 Mall of San Juan Blvd,924,18.412479
1773,SQAle Brewery #1773,US,1773,30,30,0,N,A,N,S,Y,Y,-84.122067,GA,US,LOCUST GROVE,1000 Stanley K Tanger Drive,30248,33.347901
8554,SQAle #8554,US,8554,30,25,0,N,A,N,S,Y,Y,,NJ,US,SEA GIRT,2150 HIGHWAY 35 SPACE #E14-16,8750,
3156,SQAle #3156,US,3156,20,20,0,N,A,N,S,Y,Y,,CO,US,COLORADO SPRINGS,1845 BRIARGATE PKWY,80920-7694,
